id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
30143514,L'etoile de Mer Mong Kok 海之星宿 旺角 Premier Capsule,225094283,Sarah,,Yau Tsim Mong,22.3235,114.16695,Hotel room,365,1,3,2019-11-21,0.10,3,70,0,
30144066,"ECONOMICAL STUDIO AT NORTH POINT, HK",156409670,Tia,,Eastern,22.29114,114.19723,Entire home/apt,450,25,0,,,118,364,0,
30144194,"WITH PRIVATE ROOFTOP, ELEGANT CENTRAL 2-BR",138649185,Fiona,,Central & Western,22.28326,114.1561,Entire home/apt,1000,28,0,,,179,364,0,
30157730,Wellington Street - Old Hong Kong neighborhood,207908368,Ann,,Central & Western,22.28468,114.15264,Entire home/apt,700,2,13,2021-09-08,0.38,3,0,3,
30162123,毗邻深圳火车站、罗湖口岸 高层电梯房。楼下双地铁出口（1号线罗湖站E2出口、9号线人民南B出口）,223501334,承慧,,North,22.53416,114.11861,Shared room,84,1,3,2019-05-02,0.08,2,336,0,
30179767,"背包遊，營吧！悠遊 (旺角地鐵5分鐘,女人街夜市2分鐘,便利店3分鐘)",218090841,Grace,,Yau Tsim Mong,22.32025,114.16987,Entire home/apt,300,2,8,2019-02-03,0.23,2,90,0,
30195739,Amazing apartment in the heart of buzzing Soho,17187782,George,,Central & Western,22.28224,114.1541,Entire home/apt,1000,30,14,2019-12-28,0.43,1,172,0,
30196578,Mixed Dorm Bed#G/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27855,114.17588,Shared room,162,1,2,2019-08-18,0.07,43,365,0,
30197076,Female Dorm Bed#7/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27788,114.17818,Shared room,162,1,1,2019-03-27,0.03,43,365,0,
30197407,Female Dorm Bed#8/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27716,114.17625,Shared room,162,1,0,,,43,365,0,
30197925,Mixed Dorm Bed#H/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27773,114.17783,Shared room,162,1,3,2019-06-25,0.10,43,365,0,
30198341,Female Dorm Bed#A/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27731,114.17587,Shared room,162,1,2,2019-07-13,0.07,43,365,0,
30198908,Female Dorm Bed#B/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27902,114.17761,Shared room,162,1,0,,,43,365,0,
30199208,Female Dorm Bed#C/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27937,114.17816,Shared room,162,1,1,2019-07-05,0.04,43,365,0,
30199350,Female Dorm Bed#D/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27914,114.17649,Shared room,162,1,1,2019-08-24,0.04,43,365,0,
30199506,Female Dorm Bed#E/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27934,114.17647,Shared room,162,1,1,2019-07-08,0.04,43,365,0,
30199787,Female Dorm Bed#F/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27916,114.17797,Shared room,162,1,2,2019-03-24,0.06,43,365,0,
30199928,Female Dorm Bed#G/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27777,114.17591,Shared room,162,1,5,2019-10-20,0.15,43,365,0,
30200114,Female Dorm Bed#H/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27888,114.17763,Shared room,162,1,1,2019-08-19,0.04,43,365,0,
30200343,Mixed Dorm Bed#I/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27721,114.1777,Shared room,162,1,7,2019-05-05,0.21,43,365,0,
30200513,Mixed Dorm Bed#J/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27742,114.17594,Shared room,162,1,1,2019-08-17,0.04,43,365,0,
30200667,Mixed Dorm Bed#K/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27927,114.1774,Shared room,162,1,2,2019-08-06,0.07,43,365,0,
30200809,Mixed Dorm Bed#L/Wan Chai/close to MTR,2767794,Check Inn HK,,Wan Chai,22.27887,114.17799,Shared room,162,1,2,2018-12-09,0.07,43,365,0,
30212782,Nice Shared Flat in Sai Yun Pun (S5d),97240131,Jov,,Central & Western,22.28408,114.14275,Private room,231,29,0,,,344,364,0,
30213231,Nice Shared Flat Sai Yun Pun (S4a),97240131,Jov,,Central & Western,22.28499,114.14312,Private room,130,29,0,,,344,364,0,
30215842,HS3-3人双床房+丰泽、苏宁、百脑汇+女人街+美食中心,122131447,Debe,,Yau Tsim Mong,22.31768,114.16836,Private room,675,1,1,2019-03-24,0.03,83,180,0,
30234098,Spacious luxe 2BR Apt @TST near MTR station,226609312,Mildrid,,Yau Tsim Mong,22.29813,114.17393,Entire home/apt,900,7,39,2021-04-10,1.15,2,72,2,
30236485,Walk to Time Square! Causeway bay (c23c),97240131,Jov,,Wan Chai,22.27733,114.17987,Private room,180,29,0,,,344,364,0,
30237519,Walk to Time Square! Causeway bay (c23d),97240131,Jov,,Wan Chai,22.279,114.17855,Private room,180,29,0,,,344,364,0,
30237756,"2 Bedroom+Terrace, K-Town (mthly rate 15% off)",224108160,Doris,,Central & Western,22.28245,114.12873,Entire home/apt,1271,5,4,2019-01-29,0.13,2,356,0,
30243817,弥敦道主大街之上 油麻地地铁口简洁2房 可住4-6人,197463537,Lucky明,,Yau Tsim Mong,22.31491,114.17135,Entire home/apt,1202,5,1,2019-03-23,0.03,1,66,0,
30255511,Nice Shared Flat in Prince Edward (PE1c),97240131,Jov,,Sham Shui Po,22.32797,114.16787,Private room,180,29,0,,,344,364,0,
30256439,504（2ppl),54924991,Nap Man,,Yau Tsim Mong,22.30461,114.17071,Entire home/apt,357,1,1,2018-12-31,0.03,8,365,0,
30258594,SALE === SALE = Keep Moving !!!  room for 1 person,97240131,Jov,,Wan Chai,22.27866,114.18162,Private room,180,29,1,2019-01-31,0.03,344,364,0,
30258857,SALE === SALE === SALE room for 2 persons,97240131,Jov,,Wan Chai,22.27876,114.18196,Private room,180,29,0,,,344,364,0,
30295159,2BR Food street Modern apartment,227539036,Joyce,,Kowloon City,22.32869,114.18707,Entire home/apt,584,28,44,2021-02-07,1.33,1,143,6,
30296834,Yau Ma Tei room in flat sharing,4584648,Ivy,,Yau Tsim Mong,22.31303,114.17233,Private room,180,30,0,,,384,37,0,
30297137,Yau Ma Tei room for 2 persons (Y2c),97240131,Jov,,Yau Tsim Mong,22.3103,114.17157,Private room,180,29,0,,,344,364,0,
30301077,#S17 ❤ Modern Studio ❤ 5 min to Causeway Bay MTR!,198109516,Caie,,Wan Chai,22.28317,114.18501,Private room,400,28,0,,,55,120,0,
30304719,Grand View Mansion,227207593,Raj,,Yau Tsim Mong,22.3007,114.17762,Private room,350,1,2,2018-12-09,0.06,1,365,0,
30306439,"STUDIO APARTMENT ON KINGS ROAD, NORTH POINT",138649185,Fiona,,Wan Chai,22.28277,114.18518,Entire home/apt,575,25,0,,,179,364,0,
30322812,Spacious Modern Studio @TST -  2-3 guests!,226609312,Mildrid,,Yau Tsim Mong,22.29618,114.17396,Entire home/apt,9441,22,33,2020-05-26,0.96,2,72,0,
30324662,Double bedroom in newly refurbished bright flat,44085300,François,,Wan Chai,22.269,114.18632,Private room,600,2,1,2019-01-03,0.03,1,0,0,
30326821,Shared flat in Fortress Hill with Lift (F3a),67709885,Steven,,Eastern,22.2908,114.19376,Private room,180,29,1,2021-03-26,0.14,270,364,1,
30329263,YX1-2人大床房+地铁3分钟+朗豪坊+女人街+旺角闹市中心+购物街+美食中心+波鞋街,122131447,Debe,,Yau Tsim Mong,22.31585,114.17275,Private room,12061,1,5,2019-01-29,0.15,83,0,0,
30333295,Nice shared Flat in Yau Ma Tei (Y8f),97240131,Jov,,Yau Tsim Mong,22.31439,114.17198,Private room,180,29,0,,,344,364,0,
30361529,尖沙咀地鐵站側-新淨光猛雙床套房合2人入住,50172398,Gloria,,Yau Tsim Mong,22.29748,114.17144,Private room,236,1,0,,,27,365,0,
30381602,Private Oasis in heart of Wan Chai Heritage Area,12554913,Rory,,Wan Chai,22.27264,114.17547,Entire home/apt,2500,2,2,2021-10-17,0.97,1,171,2,
30408829,【Lifehome .小森林】罗湖万象城近大剧院/高级北欧ins风/整套四房一厅高清双投影/双地铁口,83433226,海磊,,North,22.53584,114.10842,Entire home/apt,1281,1,84,2019-12-05,2.40,2,361,7,
30433822,HK island side Single bed studio單人獨立套房,162984468,Skygarden,,Eastern,22.29022,114.19277,Private room,288,56,0,,,4,365,0,
30433974,Hong kong island Multi-unit building,158842895,Rosvi,,Wan Chai,22.27853,114.17771,Shared room,150,3,3,2019-01-01,0.09,2,363,0,
30448606,"Immaculate&cosy,family friendly 1 bedrm available",2741945,Nhuy,,Central & Western,22.28517,114.13065,Private room,423,2,1,2019-02-08,0.03,1,327,0,
30484205,City life,158842895,Rosvi,,Wan Chai,22.27928,114.1715,Shared room,150,3,1,2019-02-09,0.03,2,88,0,
30484452,A room available in Sham Sui Po(sp4a),4584648,Ivy,,Sham Shui Po,22.32555,114.16024,Private room,180,30,0,,,384,61,0,
30488291,ml3c share flat (Central),4584648,Ivy,,Central & Western,22.2822,114.15247,Private room,180,30,0,,,384,106,0,
30489115,Convenient Causeway Bay Studio (C25A),4584648,Ivy,,Wan Chai,22.27728,114.17982,Private room,217,30,0,,,384,68,0,
30489239,c27as studio (causeway bay),4584648,Ivy,,Wan Chai,22.28073,114.18325,Private room,217,30,0,,,384,86,0,
30489887,CENTRAL Room for 2 persons ! Walk to LKF - ML3d,4584648,Ivy,,Central & Western,22.28074,114.15077,Private room,180,30,0,,,384,50,0,
30490585,North Point Room Available in Flat/Share (N5d),4584648,Ivy,,Yau Tsim Mong,22.31988,114.17069,Private room,180,30,0,,,384,68,0,
30490768,c22c share flat(Causeway Bay),4584648,Ivy,,Wan Chai,22.27896,114.18284,Private room,180,30,0,,,384,86,0,
30490982,Room in Sai Ying Pun  - S4a,4584648,Ivy,,Central & Western,22.2861,114.14235,Private room,130,31,0,,,384,323,0,
30515459,Cosy Hong Kong,15103762,Sarah,,Central & Western,22.28459,114.14918,Private room,500,4,1,2019-04-17,0.03,1,88,0,
30516890,Nice Shared flat in Central (ML3c),97240131,Jov,,Central & Western,22.28079,114.15053,Private room,180,29,0,,,344,364,0,
30517749,Nice Flat Share Room in Kennedy Town (K6d),67709885,Steven,,Central & Western,22.28247,114.1266,Private room,180,30,0,,,270,364,0,
30518217,Wanchai Room Flat Share (MH2d),67709885,Steven,,Wan Chai,22.27787,114.18061,Private room,180,29,0,,,270,364,0,
30518564,Room available in Flat Share Mid Levels (ML7c),67709885,Steven,,Central & Western,22.28201,114.15226,Private room,180,29,0,,,270,364,0,
30540700,Yau Ma Tei Shared Flat (Y8e),97240131,Jov,,Yau Tsim Mong,22.31494,114.16864,Private room,180,29,1,2019-04-08,0.03,344,364,0,
30541292,📍Entire Apartment - Quiet Light & Spacious in SYP,41295975,Oliver,,Central & Western,22.28613,114.13846,Entire home/apt,800,1,16,2021-01-18,0.46,1,8,8,
30578128,東涌黃家圍村！免費WiFi! 近機場！港珠澳大橋！迪士尼！,201956962,Maisy,,Islands,22.27669,113.93407,Private room,230,28,1,2019-04-18,0.03,2,364,0,
30587045,❤️(Sheung Wan) Large STUDIO,509888,Ming-Ming,,Central & Western,22.28674,114.14894,Entire home/apt,600,2,0,,,8,364,0,
30611463,"FAMILY 2-BR, HOME SPACE IN CAUSEWAY BAY",138649185,Fiona,,Wan Chai,22.28135,114.18444,Entire home/apt,1050,30,0,,,179,364,0,
30642099,灣仔 Studio Apt in Wanchai new storage for luggages,229424013,Colin,,Wan Chai,22.27938,114.18025,Entire home/apt,270,2,38,2019-12-29,1.11,2,174,6,
30679005,Studio Room in Causeway Bay (c25as),97240131,Jov,,Wan Chai,22.27813,114.18272,Private room,217,29,0,,,344,364,0,
30679401,North Point Studio with Private Bathroom(n8es),97240131,Jov,,Eastern,22.29289,114.19856,Private room,217,29,0,,,344,364,0,
30679647,"SUPERIOR STUDIO IN LOCKHART, CAUSEWAY BAY",138649185,Fiona,,Wan Chai,22.27931,114.17548,Entire home/apt,551,27,0,,,179,364,0,
30680243,"SUPERIOR STUDIO IN LOCKHART, CAUSEWAY BAY",156409670,Tia,,Wan Chai,22.27961,114.17708,Entire home/apt,575,27,0,,,118,364,0,
30681720,"2 BR APARTMENT GLOUCESTER RD, CAUSEWAY BAY",156409670,Tia,,Wan Chai,22.28087,114.1785,Entire home/apt,1199,27,0,,,118,364,0,
30683557,"HENNESSY RD STUDIO + BALCONY, CAUSEWAY BAY",156409670,Tia,,Wan Chai,22.27714,114.17727,Entire home/apt,575,28,0,,,118,364,0,
30744194,尖沙咀套房內有衛生間便宜可住3人,225549514,豪,,Yau Tsim Mong,22.29746,114.17387,Entire home/apt,391,1,3,2019-02-24,0.09,1,90,0,
30747636,8 People*kitchen+dining in outside room(8人房+房外有廳廚房,204688591,Candy,,Yau Tsim Mong,22.29701,114.17188,Private room,960,1,3,2019-07-25,0.11,8,175,0,
30772448,灣仔新裝修住所，地點方便All-in-one Studio Apartment in Wanchai,229424013,Colin,,Wan Chai,22.27807,114.18034,Entire home/apt,320,3,35,2020-02-01,1.16,2,61,10,
30778101,"GLOUCESTER RD, STUDIO WITH NATURAL LIGHT",138649185,Fiona,,Wan Chai,22.28301,114.18253,Entire home/apt,750,28,0,,,179,364,0,
30778599,Comfy bed for single traveller(S1),83272651,Seven,,Wan Chai,22.27881,114.16923,Shared room,243,30,4,2019-02-09,0.12,2,365,0,
30785778,"Budget Stay for 3 above Ladies Market, North Point",83272651,Seven,,Eastern,22.29172,114.19789,Private room,371,30,2,2019-03-26,0.07,2,365,0,
30789228,LJ0-单人房+九龙公园+文物探知馆+东涌出海观赏粉红海豚+星光花园+九龙清真寺,122131447,Debe,,Yau Tsim Mong,22.29817,114.17333,Entire home/apt,12061,1,2,2019-07-24,0.06,83,0,0,
30789434,LJ2 双人大床+池记+CurRy Specialist+海皇粥店(尖沙咀店)+麥奀雲吞麵世家,122131447,Debe,,Yau Tsim Mong,22.29515,114.1752,Private room,12061,1,0,,,83,0,0,
30789656,LJ1双人大床房+香港尖沙咀星光花园+黄大仙+太平山+金紫荆广场+维多利亚港夜游,122131447,Debe,,Yau Tsim Mong,22.29867,114.17125,Private room,12061,1,2,2019-05-03,0.07,83,0,0,
30790461,LJ3三人房+九龙公园+文物探知馆+东涌出海观赏粉红海豚+星光花园+九龙清真寺,122131447,Debe,,Yau Tsim Mong,22.29471,114.17612,Private room,12061,1,1,2019-03-27,0.03,83,0,0,
30798668,HS4-4人双床房+旺角购物天堂+过境首选+地铁3分钟+香港人气最旺+美食中心,122131447,Debe,,Yau Tsim Mong,22.31603,114.17422,Private room,408,1,10,2019-01-01,0.30,83,180,0,
30799096,HS3-3人双床房+地铁3分钟+朗豪坊+女人街+旺角闹市中心+购物街+美食中心+波鞋街,122131447,Debe,,Yau Tsim Mong,22.3158,114.17233,Private room,335,1,13,2019-10-26,0.38,83,180,0,
30806741,Luxury NYE Two Double Bed Room In Hongkong,230466282,Kim,,Kowloon City,22.32929,114.19406,Private room,2035,1,0,,,1,365,0,
30812939,LJ3三人 尖沙咀地铁舒适大床房 Cozy studio Tsim Sha Tsui near MT,122131447,Debe,,Yau Tsim Mong,22.29459,114.17573,Private room,12061,1,8,2019-03-25,0.23,83,0,0,
30833802,3-Bedroom Apartment In The Heart of Causeway Bay,230612954,Chintu,,Wan Chai,22.28173,114.18225,Entire home/apt,1200,1,5,2019-11-12,0.15,4,364,0,
30858243,香港背包遊，陽光與海灘，雙重體驗郊外和市區生活! ~ (鄰近地鐵10分鐘到),218090841,Grace,,Yau Tsim Mong,22.31548,114.17033,Private room,400,2,2,2019-04-06,0.06,2,89,0,
30897500,Deluxe Double Room with Private Bathroom #8,221110094,Michael,,Yau Tsim Mong,22.29733,114.17166,Private room,169,1,30,2019-04-28,0.90,15,39,0,
30916335,Cozy&Bright studio in Sai Ying Pun,189635318,Miguel,,Central & Western,22.28653,114.13963,Entire home/apt,800,5,0,,,1,179,0,
30920376,Tsim Sha Tsui ensuite Toilet room,119743264,Alicia,,Yau Tsim Mong,22.29686,114.17375,Private room,1200,1,1,2019-01-01,0.03,6,364,0,
30923147,Comfortable & Welcoming 2 Bedroom Apartment,33614377,Zara,,Sai Kung,22.38069,114.27096,Entire home/apt,1281,1,172,2021-08-10,5.70,1,248,92,
30924273,"CLOSE TO SHEUNG WAN MTR, LOVELY STUDIO UNIT",138649185,Fiona,,Central & Western,22.28808,114.14769,Entire home/apt,650,30,0,,,179,364,0,
30924609,Beautiful Private Villa,83173127,Angel,,Yuen Long,22.44824,114.0051,Private room,420,1,3,2019-03-05,0.09,1,364,0,
30924981,BRIGHT 2BR IN DES VOEUX RD WEST,138649185,Fiona,,Central & Western,22.28866,114.14637,Entire home/apt,1100,30,0,,,179,364,0,
30941785,The Nap TST 享睡 尖沙咀 Business Class Capsule -unisex,230759689,Thenaptst,,Yau Tsim Mong,22.2981,114.17569,Shared room,291,1,26,2020-06-08,0.79,3,70,0,
30941811,The Nap TST 享睡 尖沙咀 First Class Capsule - unisex,230759689,Thenaptst,,Yau Tsim Mong,22.29669,114.17382,Shared room,436,1,2,2019-03-11,0.07,3,39,0,
30943450,Newly renovated (8B) Explore like a local,6067974,Wilson,,Wan Chai,22.28608,114.19084,Entire home/apt,1000,28,0,,,44,364,0,
30945538,Prince Edward- Room for 2 w/lift  ( PE1a),97240131,Jov,,Yau Tsim Mong,22.32216,114.16992,Private room,180,29,0,,,344,364,0,
30946893,Newly renovated (9) Explore like a local,6067974,Wilson,,Eastern,22.288866,114.193657,Entire home/apt,1200,28,2,2021-08-14,0.06,44,265,1,
30968447,55% Promotion! Deluxe King Size Bed (2m wide) room,231389316,上.酒店 Up-Otel,,Yau Tsim Mong,22.31314,114.17036,Hotel room,1000,1,19,2020-11-09,0.61,2,215,4,
30969885,Deluxe Family Room With Private Bathroom #15,221110094,Michael,,Yau Tsim Mong,22.29766,114.17229,Private room,238,1,35,2019-01-16,1.03,15,39,0,
30973338,CWB Spacious Double Bed with Sea View  *Room B,230612954,Chintu,,Wan Chai,22.28211,114.18043,Private room,400,1,0,,,4,365,0,
30999773,Private Room on Lamma 南丫島房間6 分鐘往碼頭！,221495337,Dolly,,Islands,22.22363,114.11231,Private room,388,1,47,2020-05-23,1.43,3,179,25,
31000569,Relaxing place and good transportation!,31520347,San,,Tai Po,22.46009,114.20788,Private room,380,1,1,2019-02-09,0.03,3,89,0,
31023190,佐敦地鐵2分鐘-Loft 品味裝修私人房間最多可8人，獨立衛浴,50172398,Gloria,,Yau Tsim Mong,22.30716,114.17092,Private room,586,1,11,2020-01-28,0.32,27,357,0,
31023774,Cozy place in the Heart of HK Island,56042906,Jenny,,Wan Chai,22.27821,114.18777,Private room,700,1,0,,,1,179,0,
31030010,A nice room available in Causeway Bay (c11a),4584648,Ivy,,Wan Chai,22.28001,114.18378,Private room,180,30,0,,,384,61,0,
31030145,Affordable room in Causeway Bay,4584648,Ivy,,Wan Chai,22.27875,114.18182,Private room,180,30,0,,,384,44,0,
31030500,A nice room available in Casuseway Bay (c23e),4584648,Ivy,,Wan Chai,22.27698,114.17839,Private room,180,30,0,,,384,44,0,
31030753,Nice room available in Causeway Bay (c25a),4584648,Ivy,,Wan Chai,22.27982,114.18188,Private room,217,30,0,,,384,68,0,
31030991,Causeway Bay  Studio for 2 person w/lift ( c25c),67709885,Steven,,Wan Chai,22.28047,114.18157,Entire home/apt,217,29,0,,,270,364,0,
31046239,A great room available in Wanchai(w19c),4584648,Ivy,,Wan Chai,22.27846,114.18059,Entire home/apt,180,29,0,,,384,43,0,
31049943,Nice room available in Central (ml3b),4584648,Ivy,,Central & Western,22.28283,114.15212,Private room,180,30,0,,,384,69,0,
31051156,HK best deluxe share room  only one guest 尖沙咀只要8分钟,175826736,Terry,,Kowloon City,22.31853,114.18898,Shared room,202,1,32,2019-04-17,0.96,1,30,0,
31058535,香港木棉花酒店长期自住，距离铜锣湾，尖沙咀，中环都特别近,120508384,直,,Wan Chai,22.27984,114.1751,Entire home/apt,2000,1,1,2018-12-23,0.03,1,83,0,
31063201,#2 Family room 3min to West Kowloon/Austin station,23141755,Ming,,Yau Tsim Mong,22.30477,114.16951,Entire home/apt,857,180,77,2019-11-07,2.23,24,365,0,
31064064,#4 Family room 5min to West Kowloon/Austin station,23141755,Ming,,Yau Tsim Mong,22.30386,114.1715,Entire home/apt,607,60,98,2020-01-25,2.85,24,365,0,
31065907,New★(4PPL)Quadruple room Next to Tsim Sha Tsui,152032844,WinGwinG,,Yau Tsim Mong,22.29707,114.17238,Private room,420,1,16,2019-06-03,0.47,1,90,0,
31066815,Cozy Place in an amazing Location,19716776,Emrah,,Yau Tsim Mong,22.29917,114.17328,Shared room,770,1,5,2019-04-13,0.15,1,0,0,
31067583,（730）超讚酒店式四人房--樓下步行2分鐘即達旺角、太子地鐵站/巴士站，近朗豪坊，女人街，波鞋街,187197367,Billy,,Yau Tsim Mong,22.32183,114.16862,Private room,600,1,3,2018-12-26,0.09,13,81,0,
31075160,（712）超讚酒店式大床房--樓下步行2分鐘即達旺角、太子地鐵站/巴士站，近朗豪坊，女人街，波鞋街,187197367,Billy,,Yau Tsim Mong,22.32183,114.16862,Private room,352,1,8,2019-01-17,0.24,13,88,0,
31076965,#3 Family room 5min to West Kowloon/Austin station,23141755,Ming,,Yau Tsim Mong,22.30424,114.17138,Private room,400,28,51,2020-01-26,1.49,24,270,0,
31080313,#1 family room 5min to West Kowloon/Austin station,23141755,Ming,,Yau Tsim Mong,22.30529,114.1697,Entire home/apt,743,28,92,2019-08-21,2.67,24,337,0,
31093633,room in share apartment at YMT (Y2f),67709885,Steven,,Yau Tsim Mong,22.31198,114.17217,Private room,180,29,0,,,270,364,0,
31096168,"西貢郊區整棟2100呎村屋連天台，眉詢
ID : hugoyaya0307",39283847,Jeff,,Tai Po,22.42812,114.29312,Private room,629,1,6,2020-09-20,0.19,3,266,0,
31106681,Single room with shared bathroom,64841101,Leanne,,Wan Chai,22.28076,114.18571,Private room,380,1,1,2018-12-31,0.03,3,180,0,
31110464,#S4 ❤ Modern Studio ❤ 5 min to Causeway Bay MTR!,198109516,Caie,,Wan Chai,22.28063,114.18628,Private room,430,28,0,,,55,295,0,
31110608,#S15 ❤ Modern Studio ❤ 5 min to Causeway Bay MTR!,198109516,Caie,,Wan Chai,22.28152,114.18478,Private room,400,28,0,,,55,314,0,
31113413,"172 sq. ft., PATERSON STREET STUDIO IN CWB",156409670,Tia,,Wan Chai,22.2804,114.18633,Entire home/apt,531,26,0,,,118,364,0,
31125984,A great room in central (ml3g),4584648,Ivy,,Central & Western,22.28087,114.15043,Private room,180,28,0,,,384,42,0,
31126096,Affordable room able in central(ml7c),4584648,Ivy,,Central & Western,22.28201,114.15203,Private room,180,28,0,,,384,60,0,
31126636,A nice room able in Central (ml13b),4584648,Ivy,,Central & Western,22.28415,114.15468,Private room,180,28,0,,,384,43,0,
31126774,Affordable available in Sheung wan (sw21a),4584648,Ivy,,Central & Western,22.28684,114.15286,Private room,180,28,0,,,384,60,0,
31127364,A nice room able in Sheung wan(sw9b),4584648,Ivy,,Central & Western,22.28647,114.14692,Private room,180,28,0,,,384,43,0,
31127448,A great room available in Sheung wan(sw9c),4584648,Ivy,,Central & Western,22.28677,114.14515,Private room,180,28,0,,,384,43,0,
31127799,A good room now able in Wanchai(w3c),4584648,Ivy,,Wan Chai,22.27862,114.1732,Private room,180,28,0,,,384,42,0,
31127952,Room in Flat/share Wan Chai (w10e),4584648,Ivy,,Wan Chai,22.27687,114.17969,Private room,180,28,0,,,384,68,0,
31128025,A great room available in Hung Hum - H1b,4584648,Ivy,,Kowloon City,22.31206,114.18835,Private room,180,30,0,,,384,44,0,
31128197,a studio available in Mong Kok (mk1a),4584648,Ivy,,Yau Tsim Mong,22.32036,114.172,Private room,217,28,0,,,384,85,0,
31128301,Flat Share Room in Prince Edward,4584648,Ivy,,Yau Tsim Mong,22.32436,114.1669,Private room,165,28,0,,,384,219,0,
31128606,Affordable room in Prince edward(pe4a),4584648,Ivy,,Sham Shui Po,22.32784,114.16641,Private room,180,28,0,,,384,85,0,
31129164,A nice room in Yau Ma Tei (y2d),4584648,Ivy,,Yau Tsim Mong,22.31219,114.17237,Private room,180,1,0,,,384,61,0,
31132773,Romantic Room in Tsim Sha Tsui (W.S.I. Love Hotel),214793286,Wilson,,Yau Tsim Mong,22.29718,114.17363,Private room,603,1,0,,,18,90,0,
31133368,Romantic Room in Tsim Sha Tsui (W.S.I. Love Hotel),214793286,Wilson,,Yau Tsim Mong,22.29665,114.17165,Private room,603,1,2,2019-03-28,0.06,18,90,0,
31133659,双人套房----- Double Room with private bathroom,203160550,Yao Hua,,Yau Tsim Mong,22.32186,114.16979,Private room,265,1,23,2019-08-13,0.69,3,180,0,
31152381,#2 ❤ Modern Studio ❤ 2 min to Causeway Bay MTR!,198109516,Caie,,Wan Chai,22.28119,114.18628,Private room,450,28,0,,,55,256,0,
31152640,#S7 ❤ Modern Studio ❤ 5 min to Causeway Bay MTR!,198109516,Caie,,Wan Chai,22.28054,114.18618,Private room,388,28,0,,,55,275,0,
31153182,Clean Room,205827306,Rock,,Yau Tsim Mong,22.29947,114.17173,Private room,400,1,0,,,3,89,0,
31153485,#S28 ❤ Modern Studio ❤ 5 min to Causeway Bay MTR!,198109516,Caie,,Wan Chai,22.28105,114.18226,Private room,440,28,0,,,55,245,0,
31156971,#72 ❤ Modern Studio ❤ 2 min to Yau Ma Tei MTR!,198109516,Caie,,Yau Tsim Mong,22.31363,114.1697,Private room,380,30,2,2019-05-03,0.07,55,129,0,
31157412,#S19 ❤ Modern Studio ❤ 2 min to Causeway Bay MTR!,198109516,Caie,,Wan Chai,22.28185,114.18526,Private room,400,28,0,,,55,356,0,
31157747,#S5 ❤ Modern Studio ❤ 5 min to Causeway Bay MTR!,198109516,Caie,,Wan Chai,22.28019,114.18558,Private room,400,28,0,,,55,357,0,
31158776,Cozy Private room in Sai Ying Pun/HKU (C),23134064,Dustin,,Central & Western,22.28541,114.14108,Private room,290,28,0,,,7,334,0,
31160244,Affordable room in Causeway bay - C22b,4584648,Ivy,,Wan Chai,22.28045,114.18309,Private room,180,29,0,,,384,364,0,
31194720,affordable room able in wanchai (w3a),4584648,Ivy,,Wan Chai,22.2781,114.18058,Private room,180,28,0,,,384,43,0,
31198573,CWB Spacious Double Bed with Sea View  *Room A,230612954,Chintu,,Wan Chai,22.28018,114.18261,Private room,400,2,2,2019-07-15,0.06,4,364,0,
31198717,CWB Spacious Double Bed with Sea View  *Room C,230612954,Chintu,,Wan Chai,22.28197,114.18129,Private room,400,2,1,2019-03-25,0.03,4,364,0,
31210688,great room availabe in Sai ying pun (3d),4584648,Ivy,,Central & Western,22.28873,114.14437,Private room,180,28,0,,,384,100,0,
31218150,"CHIC LOCKHART RD STUDIO, CAUSEWAY BAY",138649185,Fiona,,Wan Chai,22.28101,114.18517,Entire home/apt,516,28,0,,,179,364,0,
31223816,Spacious Soho Studio,82754528,Scarlett,,Central & Western,22.2822,114.15228,Entire home/apt,1000,3,1,2019-08-20,0.04,1,88,0,
31225455,Brand new village hse - independent room tatami,82984942,Sangsang,,Sai Kung,22.29765,114.28703,Private room,480,1,3,2019-09-07,0.10,3,364,0,
31228045,"172 sq. ft., PATERSON STREET STUDIO, CWB",138649185,Fiona,,Wan Chai,22.28138,114.18484,Entire home/apt,580,30,0,,,179,364,0,
